mean,sd,min,max,cv,n,region_id,indicator
5554.1,128.1686822554992,5350,5710,0.02307640882510203,10,DK03,labour_force_total_20_64_y
6292.2,238.31808809049957,5952,6677,0.03787516100735825,10,DK04,labour_force_total_20_64_y
2715.5,50.45184722969902,2635,2784,0.01857921091132352,10,DK05,labour_force_total_20_64_y
21298.6,452.888556318709,20468,21875,0.021263771154850977,10,DE11,labour_force_total_20_64_y
13943.1,356.2556666215992,13396,14480,0.025550678588090108,10,DE12,labour_force_total_20_64_y
11367.5,331.9686230152884,10771,12059,0.029203309700047364,10,DE13,labour_force_total_20_64_y
9671.4,370.2666306565821,9092,10168,0.038284698250158414,10,DE14,labour_force_total_20_64_y
24228.7,714.9965112579998,22793,25133,0.029510312615121728,10,DE21,labour_force_total_20_64_y
6327.4,263.4232757791578,5930,6821,0.041632151559749316,10,DE22,labour_force_total_20_64_y
5694.2,280.71488105272306,5492,6462,0.04929838801811019,10,DE23,labour_force_total_20_64_y
5481.4,220.79814814038235,5217,5866,0.040281342018532194,10,DE24,labour_force_total_20_64_y
8815.5,575.0090337454611,7881,9817,0.06522704710401692,10,DE25,labour_force_total_20_64_y
6656.9,289.2513132592871,6090,7140,0.043451353221362364,10,DE26,labour_force_total_20_64_y
9618.6,351.8586205976612,9086,10276,0.03658106383441053,10,DE27,labour_force_total_20_64_y
18456,424.82310043907296,17618,18893,0.02301815672079936,10,DE30,labour_force_total_20_64_y
12188.5,239.33112812354537,11910,12525,0.019635814753541894,10,DE40,labour_force_total_20_64_y
3241.4,66.51014960139543,3082,3333,0.020518957734742833,10,DE50,labour_force_total_20_64_y
9539.7,178.54165402567048,9189,9749,0.018715646616316077,10,DE60,labour_force_total_20_64_y
19784,370.6840523500662,19094,20283,0.018736557437831897,10,DE71,labour_force_total_20_64_y
4995.6,166.3618546021493,4782,5342,0.033301676395658036,10,DE72,labour_force_total_20_64_y
5809.3,149.34527482016668,5431,5994,0.025707963923392953,10,DE73,labour_force_total_20_64_y
7462.8,229.8505794834742,7195,7791,0.03079950949824117,10,DE80,labour_force_total_20_64_y
7631.8,121.66054779133985,7405,7802,0.015941265204976525,10,DE91,labour_force_total_20_64_y
10479.6,201.5772253449724,10220,10803,0.019235202235292605,10,DE92,labour_force_total_20_64_y
8122.4,183.34860542450576,7768,8317,0.022573205631895226,10,DE93,labour_force_total_20_64_y
12255.1,281.55064671683255,11767,12531,0.02297416150964354,10,DE94,labour_force_total_20_64_y
24812.2,475.4410350167282,24059,25658,0.019161583213770976,10,DEA1,labour_force_total_20_64_y
21532.5,396.6964274549943,20797,21978,0.018423147681643763,10,DEA2,labour_force_total_20_64_y
12517.7,447.22652723945913,11936,13486,0.03572753199385343,10,DEA3,labour_force_total_20_64_y
9951.1,341.967980957282,9466,10642,0.03436484217395886,10,DEA4,labour_force_total_20_64_y
16954.6,189.73033494936965,16665,17384,0.011190493137518413,10,DEA5,labour_force_total_20_64_y
7101.3,333.406675264775,6416,7592,0.046950090161628856,10,DEB1,labour_force_total_20_64_y
2609.9,149.16020470174564,2293,2779,0.05715169343719899,10,DEB2,labour_force_total_20_64_y
10205.2,383.6960023537152,9785,10924,0.037598087480276245,10,DEB3,labour_force_total_20_64_y
4711.6,62.01290188339843,4602,4797,0.013161750123821722,10,DEC0,labour_force_total_20_64_y
7682.7,143.58044589861268,7422,7890,0.01868880027836733,10,DED2,labour_force_total_20_64_y
6476.8,466.90703333509316,5666,7024,0.07208915410929674,10,DED4,labour_force_total_20_64_y
5177.9,260.9024721998625,4788,5666,0.05038770007143099,10,DED5,labour_force_total_20_64_y
10224.2,460.25591914837025,9727,10903,0.045016325888418675,10,DEE0,labour_force_total_20_64_y
13889,257.0196706696029,13390,14146,0.018505268246065437,10,DEF0,labour_force_total_20_64_y
10140.2,339.3466925988491,9717,10651,0.03346548318562248,10,DEG0,labour_force_total_20_64_y
6581,193.39309421199323,6405,6971,0.02938658170673047,10,EE00,labour_force_total_20_64_y
3937,265.0488424590624,3682,4396,0.06732254062968311,10,IE04,labour_force_total_20_64_y
7529,516.0620117776544,7094,8497,0.06854323439735084,10,IE05,labour_force_total_20_64_y
11960.8,959.5436183705019,10746,13509,0.08022403337322771,10,IE06,labour_force_total_20_64_y
17015.2,298.2324969251712,16662,17596,0.017527416482037893,10,EL30,labour_force_total_20_64_y
822.6,38.704579114678985,770,878,0.047051518495841216,10,EL41,labour_force_total_20_64_y
1443.6,67.80232706593156,1356,1526,0.04696753052502879,10,EL42,labour_force_total_20_64_y
2736.8,45.12895104278652,2652,2789,0.016489678106835177,10,EL43,labour_force_total_20_64_y
2451.3,40.11386571027806,2395,2518,0.016364323302034862,10,EL51,labour_force_total_20_64_y
7887.2,184.5877087517536,7473,8066,0.023403452270990163,10,EL52,labour_force_total_20_64_y
1113.3,43.07886824057578,1046,1164,0.038694752753593624,10,EL53,labour_force_total_20_64_y
1325.7,57.17818154195221,1183,1372,0.043130558604474775,10,EL54,labour_force_total_20_64_y
2961.9,97.65295694447762,2758,3067,0.032969700848940756,10,EL61,labour_force_total_20_64_y
848.4,31.426103799230347,795,891,0.03704161221031394,10,EL62,labour_force_total_20_64_y
2753.4,78.26053354731944,2628,2861,0.028423234381971176,10,EL63,labour_force_total_20_64_y
2302.2,41.206256267168406,2244,2379,0.017898643153144128,10,EL64,labour_force_total_20_64_y
2353.3,27.56426833581637,2324,2408,0.011713027805981543,10,EL65,labour_force_total_20_64_y
12202.8,139.98714226670964,11964,12424,0.011471723069025932,10,ES11,labour_force_total_20_64_y
4442.1,104.23099347123197,4289,4612,0.023464350976167118,10,ES12,labour_force_total_20_64_y
2701.1,41.87401740140697,2629,2775,0.015502579468145188,10,ES13,labour_force_total_20_64_y
10239.5,185.6701076880414,9984,10553,0.018132731841207228,10,ES21,labour_force_total_20_64_y
3116.5,100.24996536436088,3000,3296,0.03216748447436576,10,ES22,labour_force_total_20_64_y
1535.8,29.50254226333724,1498,1577,0.01920988557321086,10,ES23,labour_force_total_20_64_y
6397.5,92.91842300283263,6278,6547,0.014524177100872625,10,ES24,labour_force_total_20_64_y
34374.5,1319.3688937434358,32996,36884,0.03838219883179205,10,ES30,labour_force_total_20_64_y
10987.8,181.4606170924026,10723,11305,0.01651473607932458,10,ES41,labour_force_total_20_64_y
9783.4,197.916480701667,9521,10117,0.02022982610357003,10,ES42,labour_force_total_20_64_y
4871.7,53.785685828108576,4759,4940,0.011040434720551056,10,ES43,labour_force_total_20_64_y
38053.9,1269.009802081047,37009,40484,0.033347693720776235,10,ES51,labour_force_total_20_64_y
24298.1,920.0443769490446,23498,26042,0.037864869144050135,10,ES52,labour_force_total_20_64_y
6181.3,163.34765243356134,5973,6485,0.02642610008146528,10,ES53,labour_force_total_20_64_y
39270.5,735.7910708890126,38076,40323,0.018736483388014227,10,ES61,labour_force_total_20_64_y
7134.6,246.46036417872776,6880,7553,0.034544384293264896,10,ES62,labour_force_total_20_64_y
370.2,12.053584068188552,349,388,0.032559654425144656,10,ES63,labour_force_total_20_64_y
368.7,12.129394965216617,348,386,0.032897735191799886,10,ES64,labour_force_total_20_64_y
10953.8,229.01761213205126,10629,11362,0.020907594819336784,10,ES70,labour_force_total_20_64_y
58423.5,1162.575230540659,56904,60311,0.01989910276756201,10,FR10,labour_force_total_20_64_y
10774.9,174.90406894447406,10535,11112,0.016232546839829054,10,FRB0,labour_force_total_20_64_y
6679.6,125.46110508396174,6435,6843,0.018782727271687186,10,FRC1,labour_force_total_20_64_y
5054.8,137.85402907907093,4845,5229,0.02727190572902408,10,FRC2,labour_force_total_20_64_y
6029.6,156.85959751744022,5809,6239,0.026014925951545743,10,FRD1,labour_force_total_20_64_y
7765.9,112.6710551413568,7621,7918,0.014508434971008745,10,FRD2,labour_force_total_20_64_y
16637,373.6445131702354,16049,17206,0.02245864718219844,10,FRE1,labour_force_total_20_64_y
8038.7,149.1733145632213,7736,8314,0.018556895339199287,10,FRE2,labour_force_total_20_64_y
8675.5,144.41702731249447,8413,8922,0.016646536489250702,10,FRF1,labour_force_total_20_64_y
5305.8,174.26021411160443,4935,5570,0.032843343908855294,10,FRF2,labour_force_total_20_64_y
9770.8,192.42476163136826,9460,10033,0.0196938594210677,10,FRF3,labour_force_total_20_64_y
16550,417.67664260499146,16106,17392,0.02523725937190281,10,FRG0,labour_force_total_20_64_y
14291.8,430.4782353512325,13717,15318,0.03012064507978229,10,FRH0,labour_force_total_20_64_y
15250.1,662.0707330456131,14685,16473,0.0434141896148624,10,FRI1,labour_force_total_20_64_y
2981.7,161.74812380845583,2769,3269,0.0542469476501512,10,FRI2,labour_force_total_20_64_y
7401.3,124.92224248174008,7191,7597,0.016878418991493397,10,FRI3,labour_force_total_20_64_y
11351.8,338.16064558464257,10976,11950,0.029789165205927042,10,FRJ1,labour_force_total_20_64_y
13450.1,470.416942722092,12931,14318,0.034974977340100966,10,FRJ2,labour_force_total_20_64_y
5724.7,95.0579355504374,5565,5877,0.016604876334207454,10,FRK1,labour_force_total_20_64_y
29994.6,739.2729461361946,29126,31311,0.024646867974108495,10,FRK2,labour_force_total_20_64_y
20707,192.33477757978838,20423,21101,0.009288394145930766,10,FRL0,labour_force_total_20_64_y
1299.4,129.97794684740433,1051,1425,0.10002920336109306,10,FRM0,labour_force_total_20_64_y
1464.7,62.68980069445995,1388,1565,0.042800437423677166,10,FRY1,labour_force_total_20_64_y
1445.1,74.64203462750284,1346,1555,0.05165181276555452,10,FRY2,labour_force_total_20_64_y
790.1,26.90084674421152,739,822,0.03404739494268007,10,FRY3,labour_force_total_20_64_y
3298.6,100.46027407222552,3161,3441,0.03045542777912615,10,FRY4,labour_force_total_20_64_y
5515.7,192.7802721580539,5281,5826,0.03495118881702303,10,HR03,labour_force_total_20_64_y
18886.5,435.8871541019661,18352,19425,0.023079297598918067,10,ITC1,labour_force_total_20_64_y
569.4,10.668749796589205,552,584,0.018736827883015818,10,ITC2,labour_force_total_20_64_y
6388.2,114.39774667555496,6174,6537,0.017907665175723203,10,ITC3,labour_force_total_20_64_y
45170.8,436.4831166392477,44420,45644,0.009662948556130237,10,ITC4,labour_force_total_20_64_y
5282.4,111.04173389616476,5133,5409,0.021021076385007716,10,ITF1,labour_force_total_20_64_y
1148.8,40.99539269506053,1082,1199,0.03568540450475325,10,ITF2,labour_force_total_20_64_y
19507.2,558.1275839805805,18658,20528,0.028611363187980875,10,ITF3,labour_force_total_20_64_y
14006.8,295.3272384623162,13548,14460,0.021084561674494975,10,ITF4,labour_force_total_20_64_y
2049,70.0460166208218,1960,2170,0.03418546443183104,10,ITF5,labour_force_total_20_64_y
6355,286.12934138252933,5960,6685,0.045024286606220196,10,ITF6,labour_force_total_20_64_y
16251.9,540.5407683257779,15525,16909,0.03326015840152708,10,ITG1,labour_force_total_20_64_y
6402.9,215.20969102508164,6156,6667,0.03361128410955686,10,ITG2,labour_force_total_20_64_y
2501.5,33.98120395486632,2438,2545,0.013584330983356513,10,ITH1,labour_force_total_20_64_y
2433.7,21.725816696067174,2402,2476,0.008927072644971515,10,ITH2,labour_force_total_20_64_y
21762.6,327.1177837483686,21209,22296,0.015031190379291473,10,ITH3,labour_force_total_20_64_y
5256.3,32.775498979166336,5223,5331,0.006235469622960321,10,ITH4,labour_force_total_20_64_y
20330.4,177.91583528299117,20042,20643,0.008751221583588672,10,ITH5,labour_force_total_20_64_y
16425.6,243.73765495803977,16030,16734,0.014838888987801955,10,ITI1,labour_force_total_20_64_y
3748,88.05049056586164,3644,3902,0.023492660236355826,10,ITI2,labour_force_total_20_64_y
6573.2,115.12003397420547,6389,6698,0.017513544996988602,10,ITI3,labour_force_total_20_64_y
25021.5,609.0784021782417,24274,25948,0.024342201793587183,10,ITI4,labour_force_total_20_64_y
4450,324.7309997863189,4042,4903,0.07297325837894807,10,CY00,labour_force_total_20_64_y
9179.6,285.1020090345832,8815,9575,0.031058217028474354,10,LV00,labour_force_total_20_64_y
4466.3,193.79430676192047,4171,4797,0.04339034699010825,10,LT01,labour_force_total_20_64_y
9782.8,214.87557122928402,9514,10111,0.021964628861806848,10,LT02,labour_force_total_20_64_y
3014.5,228.7061433368155,2679,3344,0.07586868248028379,10,LU00,labour_force_total_20_64_y
8629.5,229.5876738851631,8326,9074,0.026604979881240293,10,HU11,labour_force_total_20_64_y
6248.4,435.58063419863936,5676,6847,0.06971074742312262,10,HU12,labour_force_total_20_64_y
5125.6,142.85517141496837,4958,5336,0.027870916851679483,10,HU21,labour_force_total_20_64_y
4766.8,121.41187933824452,4600,4939,0.02547031118113714,10,HU22,labour_force_total_20_64_y
3868.2,51.67376295353163,3743,3930,0.013358606833548324,10,HU23,labour_force_total_20_64_y
4964.5,71.46444337337742,4856,5076,0.014395093840946203,10,HU31,labour_force_total_20_64_y
6651.4,113.31882260046454,6474,6827,0.017036837748513778,10,HU32,labour_force_total_20_64_y
5681.1,57.46390171229239,5594,5792,0.010114925227912267,10,HU33,labour_force_total_20_64_y
2542.7,390.5227408373437,1992,3171,0.15358585001665306,10,MT00,labour_force_total_20_64_y
2828.8,123.75405717254957,2694,3016,0.04374789917016034,10,NL11,labour_force_total_20_64_y
3061.1,76.84247957130657,2992,3202,0.0251028975111256,10,NL12,labour_force_total_20_64_y
2236.9,73.07446734515263,2170,2368,0.0326677398833889,10,NL13,labour_force_total_20_64_y
5590.9,208.96009720093028,5367,5914,0.03737503750754446,10,NL21,labour_force_total_20_64_y
10004.9,472.3307339378015,9529,10751,0.04720994052292392,10,NL22,labour_force_total_20_64_y
2111.3,123.17020743670119,1955,2299,0.05833856270387969,10,NL23,labour_force_total_20_64_y
14464.8,558.065468082972,13774,15327,0.03858093219975195,10,NL32,labour_force_total_20_64_y
1775.9,60.143254909516756,1688,1854,0.03386635222113675,10,NL34,labour_force_total_20_64_y
12613.1,491.4530496395358,12048,13293,0.038963700409854495,10,NL41,labour_force_total_20_64_y
5170.8,88.61376868184763,5038,5326,0.017137342129234862,10,NL42,labour_force_total_20_64_y
1379,18.90326250501043,1351,1410,0.013707949604793641,10,AT11,labour_force_total_20_64_y
8142.8,125.0313738405063,7899,8305,0.015354837874012171,10,AT12,labour_force_total_20_64_y
9320.8,401.7331341962113,8623,9880,0.043100713908270895,10,AT13,labour_force_total_20_64_y
2593.8,25.827633779861962,2543,2625,0.009957449988380739,10,AT21,labour_force_total_20_64_y
6008.5,106.35814757485933,5814,6161,0.017701281114231394,10,AT22,labour_force_total_20_64_y
7390.5,145.49551348562073,7106,7578,0.019686829508912894,10,AT31,labour_force_total_20_64_y
2770.8,69.3890801527477,2641,2881,0.025042976812742777,10,AT32,labour_force_total_20_64_y
3773,100.75161978295381,3629,3942,0.026703318256812564,10,AT33,labour_force_total_20_64_y
1966,44.464717598463515,1869,2025,0.02261684516707198,10,AT34,labour_force_total_20_64_y
14768.4,592.4658827495658,13340,15426,0.04011713406662643,10,PL21,labour_force_total_20_64_y
19165.4,286.0167827243709,18609,19481,0.014923601006207586,10,PL22,labour_force_total_20_64_y
15976.2,897.3507675374218,13534,16696,0.05616797283067449,10,PL41,labour_force_total_20_64_y
7087.6,440.1747632727508,5863,7337,0.06210491044539065,10,PL42,labour_force_total_20_64_y
4354,40.98509214065253,4282,4430,0.009413204442042383,10,PL43,labour_force_total_20_64_y
13081.8,607.2688952277327,11917,13623,0.046420897370983566,10,PL51,labour_force_total_20_64_y
4154.8,94.35253043771534,4047,4357,0.022709283344015438,10,PL52,labour_force_total_20_64_y
8973.8,128.53689483309194,8775,9136,0.014323574721198594,10,PL61,labour_force_total_20_64_y
5855.4,88.27507512819737,5734,6040,0.015075840271919489,10,PL62,labour_force_total_20_64_y
10598.7,377.22143511618094,10065,10997,0.03559129281102219,10,PL63,labour_force_total_20_64_y
11331.1,667.7387130374342,10646,13102,0.05892973436272155,10,PL71,labour_force_total_20_64_y
5308,401.2821119030019,5006,6377,0.07559949357630029,10,PL72,labour_force_total_20_64_y
9164.5,669.9468055168427,8771,11033,0.07310238480188147,10,PL81,labour_force_total_20_64_y
8669.8,217.33323108382052,8374,9000,0.025067848287598393,10,PL82,labour_force_total_20_64_y
5055.2,74.78235085900951,4937,5159,0.014793153754353836,10,PL84,labour_force_total_20_64_y
15824.4,1412.4487955320717,13714,17369,0.08925765245646418,10,PL91,labour_force_total_20_64_y
10879.7,943.67567992869715,10128,13027,0.08673728870545117,10,PL92,labour_force_total_20_64_y
17363.4,314.11328458942256,17072,18000,0.01809054013553927,10,PT11,labour_force_total_20_64_y
2241.1,60.52079532414182,2158,2334,0.027004950838490843,10,PT15,labour_force_total_20_64_y
1143.4,26.154243335345118,1097,1193,0.02287409772200902,10,PT20,labour_force_total_20_64_y
1215.6,24.318260171685345,1185,1274,0.0200051498615378,10,PT30,labour_force_total_20_64_y
11468.1,285.28327053026516,10947,11810,0.02487624545742234,10,RO11,labour_force_total_20_64_y
9466.4,200.43353012906798,9054,9734,0.021173152426378346,10,RO12,labour_force_total_20_64_y
14149.3,937.2877004065151,12918,15108,0.06624269047984813,10,RO21,labour_force_total_20_64_y
9602.8,444.83075433247643,9083,10335,0.04632302602704175,10,RO22,labour_force_total_20_64_y
12451.3,603.1327567146575,11592,13254,0.04843934020661758,10,RO31,labour_force_total_20_64_y
11710.5,197.6288609152688,11366,12013,0.016876210316832653,10,RO32,labour_force_total_20_64_y
8011.4,490.3285066610389,7411,8565,0.0612038478494444,10,RO41,labour_force_total_20_64_y
7284.5,284.9909355283661,6709,7591,0.039122923402891904,10,RO42,labour_force_total_20_64_y
5173.5,61.50022583517704,5102,5251,0.011887547276539488,10,SI03,labour_force_total_20_64_y
4771,89.3532316147547,4616,4855,0.018728407381000775,10,SI04,labour_force_total_20_64_y
3539,213.98598084921358,3284,3861,0.06046509772512393,10,SK01,labour_force_total_20_64_y
9191,136.5487296006651,9011,9418,0.014856787030863355,10,SK02,labour_force_total_20_64_y
6644.9,76.99271249785772,6534,6766,0.011586737572854028,10,SK03,labour_force_total_20_64_y
7595.5,46.03923447572854,7516,7666,0.006061382986732742,10,SK04,labour_force_total_20_64_y
6246.1,75.50489314533786,6134,6379,0.01208832601868972,10,FI19,labour_force_total_20_64_y
8644.1,305.30438363486803,8230,9079,0.03531939515216946,10,FI1B,labour_force_total_20_64_y
5145.7,35.71818708849721,5099,5190,0.006941366012106654,10,FI1C,labour_force_total_20_64_y
5510.9,69.97213731193295,5394,5594,0.012697043552220682,10,FI1D,labour_force_total_20_64_y
144.5,6.485025486114573,133,152,0.044879069108059326,10,FI20,labour_force_total_20_64_y
12617.1,483.43871265020647,11808,13132,0.03831615130657651,10,SE11,labour_force_total_20_64_y
8213.6,205.62219940679773,7879,8537,0.02503435757850367,10,SE12,labour_force_total_20_64_y
4110.7,49.551432314762046,4003,4161,0.012054256529243693,10,SE21,labour_force_total_20_64_y
7442.4,261.25475008972455,7140,7922,0.035103562035059196,10,SE22,labour_force_total_20_64_y
10227.8,262.06097678890603,9743,10525,0.02562241897464812,10,SE23,labour_force_total_20_64_y
3966.4,64.16852811152832,3873,4059,0.016178027458533764,10,SE31,labour_force_total_20_64_y
1758.1,27.25782252654986,1731,1814,0.015504136582987237,10,SE32,labour_force_total_20_64_y
2493.7,52.98647626202998,2424,2585,0.02124813580704575,10,SE33,labour_force_total_20_64_y
1858.9,130.9040785375986,1684,2103,0.0704201831930704,10,IS00,labour_force_total_20_64_y
1697.5,38.537860172389784,1661,1796,0.022702715860023436,10,NO02,labour_force_total_20_64_y
2296.6,56.456866524611314,2182,2358,0.024582803502835197,10,NO06,labour_force_total_20_64_y
2289.8,22.089716058735466,2248,2314,0.009647006751129122,10,NO07,labour_force_total_20_64_y
8212.1,214.75332101946384,7820,8564,0.02615084095657187,10,CH01,labour_force_total_20_64_y
9873.4,118.29924391605853,9669,10091,0.011981611594390842,10,CH02,labour_force_total_20_64_y
6150.3,139.67426391429453,5899,6351,0.02271015461266841,10,CH03,labour_force_total_20_64_y
8462.9,257.7558922701865,8039,8823,0.0304571591617751,10,CH04,labour_force_total_20_64_y
6301.2,96.73078333418191,6161,6465,0.015351168560620503,10,CH05,labour_force_total_20_64_y
4462.3,98.9905158195583,4320,4610,0.022183742872410706,10,CH06,labour_force_total_20_64_y
1667.1,23.97429178655058,1635,1718,0.014380836054556164,10,CH07,labour_force_total_20_64_y
7834.8,256.84314279341777,7377,8176,0.03278234834244879,10,RS11,labour_force_total_20_64_y
7902.6,189.21956675894924,7602,8112,0.02394396360171959,10,RS12,labour_force_total_20_64_y
8208.3,272.0085987202937,7801,8497,0.03313823796892094,10,RS21,labour_force_total_20_64_y
6017,150.73670938280281,5775,6188,0.025051804783580326,10,RS22,labour_force_total_20_64_y
63005,3616.132464387885,56766,68241,0.057394372897196816,10,TR10,labour_force_total_20_64_y
7711,503.7228073719381,6888,8386,0.06532522466242226,10,TR21,labour_force_total_20_64_y
6527.6,467.5149908469959,5905,7386,0.07162126828344198,10,TR22,labour_force_total_20_64_y
17761.2,979.6719178718284,16202,19283,0.055157980196823886,10,TR31,labour_force_total_20_64_y
12343.7,798.3612451627257,11194,13577,0.06467762868205851,10,TR32,labour_force_total_20_64_y
11733.6,444.05259948694265,11161,12426,0.03784453189873037,10,TR33,labour_force_total_20_64_y
15865.7,1422.652065685774,13825,17900,0.08966840830759273,10,TR41,labour_force_total_20_64_y
15209.6,1521.5622965301889,13467,17829,0.10003959976134737,10,TR42,labour_force_total_20_64_y
21824.5,1548.8215771281655,19518,24164,0.07096710472763021,10,TR51,labour_force_total_20_64_y
8253.8,533.7310600334633,7522,9148,0.06466488890371264,10,TR52,labour_force_total_20_64_y
13056.6,1129.2999011186828,11439,14710,0.08649264748239839,10,TR61,labour_force_total_20_64_y
13921.5,864.2348253416623,13020,15326,0.062079145590752595,10,TR62,labour_force_total_20_64_y
10034.1,829.2197738436616,8396,11097,0.0826401743896973,10,TR63,labour_force_total_20_64_y
5466.9,213.4470790513554,5150,5789,0.039043530895270705,10,TR71,labour_force_total_20_64_y
8165.7,423.05635295759095,7732,8834,0.05180895121760424,10,TR72,labour_force_total_20_64_y
3756.5,132.33480267866045,3565,4005,0.03522821846896325,10,TR81,labour_force_total_20_64_y
2868,80.19420871304305,2706,3011,0.027961718519192137,10,TR82,labour_force_total_20_64_y
10198.6,505.05911645183784,9394,10874,0.04952239684386463,10,TR83,labour_force_total_20_64_y
10312.1,386.9787390082877,9709,10870,0.03752666663514587,10,TR90,labour_force_total_20_64_y
3448.4,115.48083054006074,3335,3671,0.03348823528014753,10,TRA1,labour_force_total_20_64_y
3272.6,185.34544324944525,2949,3443,0.05663553237470062,10,TRA2,labour_force_total_20_64_y
5748.1,206.92051614086023,5375,6019,0.03599807173515774,10,TRB1,labour_force_total_20_64_y
5821.3,332.75685150304906,5113,6208,0.05716194862024789,10,TRB2,labour_force_total_20_64_y
8191,733.7247440287127,6988,9142,0.08957694347805063,10,TRC1,labour_force_total_20_64_y
9049.4,580.8675886598903,8082,9620,0.06418851953277459,10,TRC2,labour_force_total_20_64_y
5311.5,535.2561692000072,4359,5953,0.1007730714863988,10,TRC3,labour_force_total_20_64_y
